Column1;year;category;prize;prize_share;laureate_id;laureate_type;full_name;birth_date;birth_city;birth_country;sex;organization_name;organization_city;organization_country;death_date;death_city;death_country;usa_born_winner;decade;female;age;age_group
100;1920;Peace;The Nobel Peace Prize 1920;01.01.2026;484;Individual;L?on Victor Auguste Bourgeois;1851-05-21;Paris;France;Male;;;;29.09.1925;?pernay;France;ÀŒ∆‹;1920;ÀŒ∆‹;69.0;Senior
101;1920;Physics;The Nobel Prize in Physics 1920;01.01.2026;25;Individual;Charles Edouard Guillaume;1861-02-15;Fleurier;Switzerland;Male;Bureau International des Poids et Mesures (International Bureau of Weights and Measures);S?vres;France;13.06.1938;S?vres;France;ÀŒ∆‹;1920;ÀŒ∆‹;59.0;Adult
102;1921;Chemistry;The Nobel Prize in Chemistry 1921;01.01.2026;179;Individual;Frederick Soddy;1877-09-02;Eastbourne;United Kingdom;Male;University of Oxford;Oxford;United Kingdom;22.09.1956;Brighton;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;44.0;Adult
103;1921;Literature;The Nobel Prize in Literature 1921;01.01.2026;590;Individual;Anatole France;1844-04-16;Paris;France;Male;;;;12.10.1924;Saint-Cyr-sur-Loire;France;ÀŒ∆‹;1920;ÀŒ∆‹;77.0;Senior
104;1921;Peace;The Nobel Peace Prize 1921;01.02.2026;485;Individual;Karl Hjalmar Branting;1860-11-23;Stockholm;Sweden;Male;;;;24.02.1925;Stockholm;Sweden;ÀŒ∆‹;1920;ÀŒ∆‹;61.0;Adult
105;1921;Peace;The Nobel Peace Prize 1921;01.02.2026;486;Individual;Christian Lous Lange;1869-09-17;Stavanger;Norway;Male;;;;11.12.1938;Oslo;Norway;ÀŒ∆‹;1920;ÀŒ∆‹;52.0;Adult
106;1921;Physics;The Nobel Prize in Physics 1921;01.01.2026;26;Individual;Albert Einstein;1879-03-14;Ulm;Germany;Male;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) f?r Physik;Berlin;Germany;18.04.1955;Princeton, NJ;United States of America;ÀŒ∆‹;1920;ÀŒ∆‹;42.0;Adult
107;1922;Chemistry;The Nobel Prize in Chemistry 1922;01.01.2026;180;Individual;Francis William Aston;1877-09-01;Harborne;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;20.11.1945;Cambridge;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;45.0;Adult
108;1922;Literature;The Nobel Prize in Literature 1922;01.01.2026;592;Individual;Jacinto Benavente;1866-08-12;Madrid;Spain;Male;;;;14.07.1954;Madrid;Spain;ÀŒ∆‹;1920;ÀŒ∆‹;56.0;Adult
109;1922;Medicine;The Nobel Prize in Physiology or Medicine 1922;01.02.2026;311;Individual;Archibald Vivian Hill;1886-09-26;Bristol;United Kingdom;Male;London University;London;United Kingdom;03.06.1977;Cambridge;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;36.0;Adult
110;1922;Medicine;The Nobel Prize in Physiology or Medicine 1922;01.02.2026;312;Individual;Otto Fritz Meyerhof;1884-04-12;Hanover;Germany;Male;Kiel University;Kiel;Germany;06.10.1951;Philadelphia, PA;United States of America;ÀŒ∆‹;1920;ÀŒ∆‹;38.0;Adult
111;1922;Peace;The Nobel Peace Prize 1922;01.01.2026;487;Individual;Fridtjof Nansen;1861-10-10;Kristiania (Oslo);Norway;Male;;;;13.05.1930;Oslo;Norway;ÀŒ∆‹;1920;ÀŒ∆‹;61.0;Adult
112;1922;Physics;The Nobel Prize in Physics 1922;01.01.2026;27;Individual;Niels Henrik David Bohr;1885-10-07;Copenhagen;Denmark;Male;Copenhagen University;Copenhagen;Denmark;18.11.1962;Copenhagen;Denmark;ÀŒ∆‹;1920;ÀŒ∆‹;37.0;Adult
113;1923;Chemistry;The Nobel Prize in Chemistry 1923;01.01.2026;181;Individual;Fritz Pregl;1869-09-03;Laibach (Ljubljana);Austria-Hungary (Slovenia);Male;Graz University;Graz;Austria;13.12.1930;Graz;Austria;ÀŒ∆‹;1920;ÀŒ∆‹;54.0;Adult
114;1923;Literature;The Nobel Prize in Literature 1923;01.01.2026;593;Individual;William Butler Yeats;1865-06-13;Dublin;Ireland;Male;;;;28.01.1939;Roquebrune-Cap-Martin;France;ÀŒ∆‹;1920;ÀŒ∆‹;58.0;Adult
115;1923;Medicine;The Nobel Prize in Physiology or Medicine 1923;01.02.2026;313;Individual;Frederick Grant Banting;1891-11-14;Alliston;Canada;Male;University of Toronto;Toronto;Canada;21.02.1941;Newfoundland;Canada;ÀŒ∆‹;1920;ÀŒ∆‹;32.0;Adult
116;1923;Medicine;The Nobel Prize in Physiology or Medicine 1923;01.02.2026;314;Individual;John James Rickard Macleod;1876-09-06;Cluny;Scotland;Male;University of Toronto;Toronto;Canada;16.03.1935;Aberdeen;Scotland;ÀŒ∆‹;1920;ÀŒ∆‹;47.0;Adult
117;1923;Physics;The Nobel Prize in Physics 1923;01.01.2026;28;Individual;Robert Andrews Millikan;1868-03-22;Morrison, IL;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;19.12.1953;San Marino, CA;United States of America;»—“»Õ¿;1920;ÀŒ∆‹;55.0;Adult
118;1924;Literature;The Nobel Prize in Literature 1924;01.01.2026;594;Individual;Wladyslaw Stanislaw Reymont;1867-05-07;Kobiele Wielkie;Russian Empire (Poland);Male;;;;05.12.1925;Warsaw;Poland;ÀŒ∆‹;1920;ÀŒ∆‹;57.0;Adult
119;1924;Medicine;The Nobel Prize in Physiology or Medicine 1924;01.01.2026;315;Individual;Willem Einthoven;1860-05-21;Semarang;Java, Dutch East Indies (Indonesia);Male;Leiden University;Leiden;Netherlands;29.09.1927;Leiden;Netherlands;ÀŒ∆‹;1920;ÀŒ∆‹;64.0;Adult
120;1924;Physics;The Nobel Prize in Physics 1924;01.01.2026;29;Individual;Karl Manne Georg Siegbahn;1886-12-03;Lund;Sweden;Male;Uppsala University;Uppsala;Sweden;26.09.1978;?ngelholm;Sweden;ÀŒ∆‹;1920;ÀŒ∆‹;38.0;Adult
121;1925;Chemistry;The Nobel Prize in Chemistry 1925;01.01.2026;182;Individual;Richard Adolf Zsigmondy;1865-04-01;Vienna;Austrian Empire (Austria);Male;Goettingen University;G?ttingen;Germany;24.09.1929;G?ttingen;Germany;ÀŒ∆‹;1920;ÀŒ∆‹;60.0;Adult
122;1925;Literature;The Nobel Prize in Literature 1925;01.01.2026;596;Individual;George Bernard Shaw;1856-07-26;Dublin;Ireland;Male;;;;02.11.1950;Ayot St. Lawrence;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;69.0;Senior
123;1925;Peace;The Nobel Peace Prize 1925;01.02.2026;488;Individual;Sir Austen Chamberlain;1863-10-16;Birmingham;United Kingdom;Male;;;;16.03.1937;London;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;62.0;Adult
124;1925;Peace;The Nobel Peace Prize 1925;01.02.2026;489;Individual;Charles Gates Dawes;1865-08-27;Marietta, OH;United States of America;Male;;;;23.04.1951;Evanston, IL;United States of America;»—“»Õ¿;1920;ÀŒ∆‹;60.0;Adult
125;1925;Physics;The Nobel Prize in Physics 1925;01.02.2026;30;Individual;James Franck;1882-08-26;Hamburg;Germany;Male;Goettingen University;G?ttingen;Germany;21.05.1964;G?ttingen;West Germany (Germany);ÀŒ∆‹;1920;ÀŒ∆‹;43.0;Adult
126;1925;Physics;The Nobel Prize in Physics 1925;01.02.2026;31;Individual;Gustav Ludwig Hertz;1887-07-22;Hamburg;Germany;Male;Halle University;Halle;Germany;30.10.1975;Berlin;East Germany;ÀŒ∆‹;1920;ÀŒ∆‹;38.0;Adult
127;1926;Chemistry;The Nobel Prize in Chemistry 1926;01.01.2026;183;Individual;The (Theodor) Svedberg;1884-08-30;Fler?ng;Sweden;Male;Uppsala University;Uppsala;Sweden;25.02.1971;?rebro;Sweden;ÀŒ∆‹;1920;ÀŒ∆‹;42.0;Adult
128;1926;Literature;The Nobel Prize in Literature 1926;01.01.2026;597;Individual;Grazia Deledda;1871-09-27;Nuoro, Sardinia;Italy;Female;;;;15.08.1936;Rome;Italy;ÀŒ∆‹;1920;»—“»Õ¿;55.0;Adult
129;1926;Medicine;The Nobel Prize in Physiology or Medicine 1926;01.01.2026;316;Individual;Johannes Andreas Grib Fibiger;1867-04-23;Silkeborg;Denmark;Male;Copenhagen University;Copenhagen;Denmark;30.01.1928;Copenhagen;Denmark;ÀŒ∆‹;1920;ÀŒ∆‹;59.0;Adult
130;1926;Peace;The Nobel Peace Prize 1926;01.02.2026;490;Individual;Aristide Briand;1862-03-28;Nantes;France;Male;;;;07.03.1932;Paris;France;ÀŒ∆‹;1920;ÀŒ∆‹;64.0;Adult
131;1926;Peace;The Nobel Peace Prize 1926;01.02.2026;491;Individual;Gustav Stresemann;1878-05-10;Berlin;Germany;Male;;;;03.10.1929;Berlin;Germany;ÀŒ∆‹;1920;ÀŒ∆‹;48.0;Adult
132;1926;Physics;The Nobel Prize in Physics 1926;01.01.2026;32;Individual;Jean Baptiste Perrin;1870-09-30;Lille;France;Male;Sorbonne University;Paris;France;17.04.1942;New York, NY;United States of America;ÀŒ∆‹;1920;ÀŒ∆‹;56.0;Adult
133;1927;Chemistry;The Nobel Prize in Chemistry 1927;01.01.2026;184;Individual;Heinrich Otto Wieland;1877-06-04;Pforzheim;Germany;Male;Munich University;Munich;Germany;05.08.1957;Munich;West Germany (Germany);ÀŒ∆‹;1920;ÀŒ∆‹;50.0;Adult
134;1927;Literature;The Nobel Prize in Literature 1927;01.01.2026;600;Individual;Henri Bergson;1859-10-18;Paris;France;Male;;;;04.01.1941;Paris;France;ÀŒ∆‹;1920;ÀŒ∆‹;68.0;Senior
135;1927;Medicine;The Nobel Prize in Physiology or Medicine 1927;01.01.2026;317;Individual;Julius Wagner-Jauregg;1857-03-07;Wels;Austria;Male;Vienna University;Vienna;Austria;27.09.1940;Vienna;Austria;ÀŒ∆‹;1920;ÀŒ∆‹;70.0;Senior
136;1927;Peace;The Nobel Peace Prize 1927;01.02.2026;492;Individual;Ferdinand Buisson;1841-12-20;Paris;France;Male;;;;16.02.1932;Thieuloy-Saint-Antoine;France;ÀŒ∆‹;1920;ÀŒ∆‹;86.0;Senior
137;1927;Peace;The Nobel Peace Prize 1927;01.02.2026;493;Individual;Ludwig Quidde;1858-03-23;Bremen;Germany;Male;;;;04.03.1941;Geneva;Switzerland;ÀŒ∆‹;1920;ÀŒ∆‹;69.0;Senior
138;1927;Physics;The Nobel Prize in Physics 1927;01.02.2026;33;Individual;Arthur Holly Compton;1892-09-10;Wooster, OH;United States of America;Male;University of Chicago;Chicago, IL;United States of America;15.03.1962;Berkeley, CA;United States of America;»—“»Õ¿;1920;ÀŒ∆‹;35.0;Adult
139;1927;Physics;The Nobel Prize in Physics 1927;01.02.2026;34;Individual;Charles Thomson Rees Wilson;1869-02-14;Glencorse;Scotland;Male;University of Cambridge;Cambridge;United Kingdom;15.11.1959;Carlops;Scotland;ÀŒ∆‹;1920;ÀŒ∆‹;58.0;Adult
140;1928;Chemistry;The Nobel Prize in Chemistry 1928;01.01.2026;185;Individual;Adolf Otto Reinhold Windaus;1876-12-25;Berlin;Germany;Male;Goettingen University;G?ttingen;Germany;09.06.1959;G?ttingen;West Germany (Germany);ÀŒ∆‹;1920;ÀŒ∆‹;52.0;Adult
141;1928;Literature;The Nobel Prize in Literature 1928;01.01.2026;601;Individual;Sigrid Undset;1882-05-20;Kalundborg;Denmark;Female;;;;10.06.1949;Lillehammer;Norway;ÀŒ∆‹;1920;»—“»Õ¿;46.0;Adult
142;1928;Medicine;The Nobel Prize in Physiology or Medicine 1928;01.01.2026;318;Individual;Charles Jules Henri Nicolle;1866-09-21;Rouen;France;Male;Institut Pasteur;Tunis;;28.02.1936;Tunis;Tunisia;ÀŒ∆‹;1920;ÀŒ∆‹;62.0;Adult
143;1928;Physics;The Nobel Prize in Physics 1928;01.01.2026;35;Individual;Owen Willans Richardson;1879-04-26;Dewsbury;United Kingdom;Male;London University;London;United Kingdom;15.02.1959;Alton;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;49.0;Adult
144;1929;Chemistry;The Nobel Prize in Chemistry 1929;01.02.2026;186;Individual;Arthur Harden;1865-10-12;Manchester;United Kingdom;Male;London University;London;United Kingdom;17.06.1940;Bourne;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;64.0;Adult
145;1929;Chemistry;The Nobel Prize in Chemistry 1929;01.02.2026;187;Individual;Hans Karl August Simon von Euler-Chelpin;1873-02-15;Augsburg;Germany;Male;Stockholm University;Stockholm;Sweden;06.11.1964;Stockholm;Sweden;ÀŒ∆‹;1920;ÀŒ∆‹;56.0;Adult
146;1929;Literature;The Nobel Prize in Literature 1929;01.01.2026;602;Individual;Thomas Mann;1875-06-06;L?beck;Germany;Male;;;;12.08.1955;Zurich;Switzerland;ÀŒ∆‹;1920;ÀŒ∆‹;54.0;Adult
147;1929;Medicine;The Nobel Prize in Physiology or Medicine 1929;01.02.2026;319;Individual;Christiaan Eijkman;1858-08-11;Nijkerk;Netherlands;Male;Utrecht University;Utrecht;Netherlands;05.11.1930;Utrecht;Netherlands;ÀŒ∆‹;1920;ÀŒ∆‹;71.0;Senior
148;1929;Medicine;The Nobel Prize in Physiology or Medicine 1929;01.02.2026;320;Individual;Sir Frederick Gowland Hopkins;1861-06-20;Eastbourne;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;16.05.1947;Cambridge;United Kingdom;ÀŒ∆‹;1920;ÀŒ∆‹;68.0;Senior
149;1929;Peace;The Nobel Peace Prize 1929;01.01.2026;494;Individual;Frank Billings Kellogg;1856-12-22;Potsdam, NY;United States of America;Male;;;;21.12.1937;St. Paul, MN;United States of America;»—“»Õ¿;1920;ÀŒ∆‹;73.0;Senior
150;1929;Physics;The Nobel Prize in Physics 1929;01.01.2026;36;Individual;Prince Louis-Victor Pierre Raymond de Broglie;1892-08-15;Dieppe;France;Male;Sorbonne University, Institut Henri Poincar?;Paris;France;19.03.1987;Paris;France;ÀŒ∆‹;1920;ÀŒ∆‹;37.0;Adult
151;1930;Chemistry;The Nobel Prize in Chemistry 1930;01.01.2026;188;Individual;Hans Fischer;1881-07-27;Hoechst;Germany;Male;Technische Hochschule (Institute of Technology);Munich;Germany;31.03.1945;Munich;Germany;ÀŒ∆‹;1930;ÀŒ∆‹;49.0;Adult
152;1930;Literature;The Nobel Prize in Literature 1930;01.01.2026;603;Individual;Sinclair Lewis;1885-02-07;Sauk Centre, MN;United States of America;Male;;;;10.01.1951;Rome;Italy;»—“»Õ¿;1930;ÀŒ∆‹;45.0;Adult
153;1930;Medicine;The Nobel Prize in Physiology or Medicine 1930;01.01.2026;321;Individual;Karl Landsteiner;1868-06-14;Vienna;Austrian Empire (Austria);Male;Rockefeller Institute for Medical Research;New York, NY;United States of America;26.06.1943;New York, NY;United States of America;ÀŒ∆‹;1930;ÀŒ∆‹;62.0;Adult
154;1930;Peace;The Nobel Peace Prize 1930;01.01.2026;495;Individual;Lars Olof Jonathan (Nathan) S?derblom;1866-01-15;Tr?n?;Sweden;Male;;;;12.07.1931;Uppsala;Sweden;ÀŒ∆‹;1930;ÀŒ∆‹;64.0;Adult
155;1930;Physics;The Nobel Prize in Physics 1930;01.01.2026;37;Individual;Sir Chandrasekhara Venkata Raman;1888-11-07;Tiruchirappalli;India;Male;Calcutta University;Calcutta;India;21.11.1970;Bangalore;India;ÀŒ∆‹;1930;ÀŒ∆‹;42.0;Adult
156;1931;Chemistry;The Nobel Prize in Chemistry 1931;01.02.2026;189;Individual;Carl Bosch;1874-08-27;Cologne;Germany;Male;University of Heidelberg;Heidelberg;Germany;26.04.1940;Heidelberg;Germany;ÀŒ∆‹;1930;ÀŒ∆‹;57.0;Adult
157;1931;Chemistry;The Nobel Prize in Chemistry 1931;01.02.2026;190;Individual;Friedrich Bergius;1884-10-11;Goldschmieden, near Breslau;Germany (Poland);Male;University of Heidelberg;Heidelberg;Germany;30.03.1949;Buenos Aires;Argentina;ÀŒ∆‹;1930;ÀŒ∆‹;47.0;Adult
158;1931;Literature;The Nobel Prize in Literature 1931;01.01.2026;604;Individual;Erik Axel Karlfeldt;1864-07-20;Karlbo;Sweden;Male;;;;08.04.1931;Stockholm;Sweden;ÀŒ∆‹;1930;ÀŒ∆‹;67.0;Senior
159;1931;Medicine;The Nobel Prize in Physiology or Medicine 1931;01.01.2026;322;Individual;Otto Heinrich Warburg;1883-10-08;Freiburg im Breisgau;Germany;Male;Kaiser-Wilhelm-Institut (now Max-Planck-Institut) f?r Biologie;Berlin-Dahlem;Germany;01.08.1970;West Berlin;West Germany (Germany);ÀŒ∆‹;1930;ÀŒ∆‹;48.0;Adult
160;1931;Peace;The Nobel Peace Prize 1931;01.02.2026;496;Individual;Jane Addams;1860-09-06;Cedarville, IL;United States of America;Female;;;;21.05.1935;Chicago, IL;United States of America;»—“»Õ¿;1930;»—“»Õ¿;71.0;Senior
161;1931;Peace;The Nobel Peace Prize 1931;01.02.2026;497;Individual;Nicholas Murray Butler;1862-04-02;Elizabeth, NJ;United States of America;Male;Columbia University;New York, NY;United States of America;07.12.1947;New York, NY;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;69.0;Senior
162;1932;Chemistry;The Nobel Prize in Chemistry 1932;01.01.2026;191;Individual;Irving Langmuir;1881-01-31;Brooklyn, NY;United States of America;Male;General Electric Company;Schenectady, NY;United States of America;16.08.1957;Falmouth, MA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;51.0;Adult
163;1932;Literature;The Nobel Prize in Literature 1932;01.01.2026;605;Individual;John Galsworthy;1867-08-14;Kingston Hill;United Kingdom;Male;;;;31.01.1933;London;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;65.0;Senior
164;1932;Medicine;The Nobel Prize in Physiology or Medicine 1932;01.02.2026;323;Individual;Sir Charles Scott Sherrington;1857-11-27;London;United Kingdom;Male;University of Oxford;Oxford;United Kingdom;04.03.1952;Eastbourne;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;75.0;Senior
165;1932;Medicine;The Nobel Prize in Physiology or Medicine 1932;01.02.2026;324;Individual;Edgar Douglas Adrian;1889-11-30;London;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;08.08.1977;Cambridge;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;43.0;Adult
166;1932;Physics;The Nobel Prize in Physics 1932;01.01.2026;38;Individual;Werner Karl Heisenberg;1901-12-05;W?rzburg;Germany;Male;Leipzig University;Leipzig;Germany;01.02.1976;Munich;West Germany (Germany);ÀŒ∆‹;1930;ÀŒ∆‹;31.0;Adult
167;1933;Literature;The Nobel Prize in Literature 1933;01.01.2026;606;Individual;Ivan Alekseyevich Bunin;1870-10-22;Voronezh;Russia;Male;;;;08.11.1953;Paris;France;ÀŒ∆‹;1930;ÀŒ∆‹;63.0;Adult
168;1933;Medicine;The Nobel Prize in Physiology or Medicine 1933;01.01.2026;325;Individual;Thomas Hunt Morgan;1866-09-25;Lexington, KY;United States of America;Male;California Institute of Technology (Caltech);Pasadena, CA;United States of America;04.12.1945;Pasadena, CA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;67.0;Senior
169;1933;Peace;The Nobel Peace Prize 1933;01.01.2026;498;Individual;Sir Norman Angell (Ralph Lane);1872-12-26;Holbeach;United Kingdom;Male;;;;07.10.1967;Croydon;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;61.0;Adult
170;1933;Physics;The Nobel Prize in Physics 1933;01.02.2026;39;Individual;Erwin Schr?dinger;1887-08-12;Vienna;Austria;Male;Berlin University;Berlin;Germany;04.01.1961;Vienna;Austria;ÀŒ∆‹;1930;ÀŒ∆‹;46.0;Adult
171;1933;Physics;The Nobel Prize in Physics 1933;01.02.2026;40;Individual;Paul Adrien Maurice Dirac;1902-08-08;Bristol;United Kingdom;Male;University of Cambridge;Cambridge;United Kingdom;20.10.1984;Tallahassee, FL;United States of America;ÀŒ∆‹;1930;ÀŒ∆‹;31.0;Adult
172;1934;Chemistry;The Nobel Prize in Chemistry 1934;01.01.2026;192;Individual;Harold Clayton Urey;1893-04-29;Walkerton, IN;United States of America;Male;Columbia University;New York, NY;United States of America;05.01.1981;La Jolla, CA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;41.0;Adult
173;1934;Literature;The Nobel Prize in Literature 1934;01.01.2026;607;Individual;Luigi Pirandello;1867-06-28;Agrigento, Sicily;Italy;Male;;;;10.12.1936;Rome;Italy;ÀŒ∆‹;1930;ÀŒ∆‹;67.0;Senior
174;1934;Medicine;The Nobel Prize in Physiology or Medicine 1934;01.03.2026;326;Individual;George Hoyt Whipple;1878-08-28;Ashland, NH;United States of America;Male;University of Rochester;Rochester, NY;United States of America;01.02.1976;Rochester, NY;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;56.0;Adult
175;1934;Medicine;The Nobel Prize in Physiology or Medicine 1934;01.03.2026;327;Individual;George Richards Minot;1885-12-02;Boston, MA;United States of America;Male;Harvard University;Cambridge, MA;United States of America;25.02.1950;Brookline, MA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;49.0;Adult
176;1934;Medicine;The Nobel Prize in Physiology or Medicine 1934;01.03.2026;328;Individual;William Parry Murphy;1892-02-06;Stoughton, WI;United States of America;Male;Harvard University;Cambridge, MA;United States of America;09.10.1987;Brookline, MA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;42.0;Adult
177;1934;Peace;The Nobel Peace Prize 1934;01.01.2026;499;Individual;Arthur Henderson;1863-09-13;Glasgow;Scotland;Male;;;;20.10.1935;London;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;71.0;Senior
178;1935;Chemistry;The Nobel Prize in Chemistry 1935;01.02.2026;193;Individual;Fr?d?ric Joliot;1900-03-19;Paris;France;Male;Institut du Radium;Paris;France;14.08.1958;Paris;France;ÀŒ∆‹;1930;ÀŒ∆‹;35.0;Adult
179;1935;Chemistry;The Nobel Prize in Chemistry 1935;01.02.2026;194;Individual;Ir?ne Joliot-Curie;1897-09-12;Paris;France;Female;Institut du Radium;Paris;France;17.03.1956;Paris;France;ÀŒ∆‹;1930;»—“»Õ¿;38.0;Adult
180;1935;Medicine;The Nobel Prize in Physiology or Medicine 1935;01.01.2026;329;Individual;Hans Spemann;1869-06-27;Stuttgart;"W&uuml;rttemberg (Germany)";Male;University of Freiburg im Breisgau;Breisgau;Germany;12.09.1941;Freiburg im Breisgau;Germany;ÀŒ∆‹;1930;ÀŒ∆‹;66.0;Senior
181;1935;Peace;The Nobel Peace Prize 1935;01.01.2026;500;Individual;Carl von Ossietzky;1889-10-03;Hamburg;Germany;Male;;;;04.05.1938;Berlin;Germany;ÀŒ∆‹;1930;ÀŒ∆‹;46.0;Adult
182;1935;Physics;The Nobel Prize in Physics 1935;01.01.2026;41;Individual;James Chadwick;1891-10-20;Manchester;United Kingdom;Male;Liverpool University;Liverpool;United Kingdom;24.07.1974;Cambridge;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;44.0;Adult
183;1936;Chemistry;The Nobel Prize in Chemistry 1936;01.01.2026;195;Individual;Petrus (Peter) Josephus Wilhelmus Debye;1884-03-24;Maastricht;Netherlands;Male;Berlin University;Berlin;Germany;02.11.1966;Ithaca, NY;United States of America;ÀŒ∆‹;1930;ÀŒ∆‹;52.0;Adult
184;1936;Literature;The Nobel Prize in Literature 1936;01.01.2026;608;Individual;Eugene Gladstone O'Neill;1888-10-16;New York, NY;United States of America;Male;;;;27.11.1953;Boston, MA;United States of America;»—“»Õ¿;1930;ÀŒ∆‹;48.0;Adult
185;1936;Medicine;The Nobel Prize in Physiology or Medicine 1936;01.02.2026;330;Individual;Sir Henry Hallett Dale;1875-06-09;London;United Kingdom;Male;National Institute for Medical Research;London;United Kingdom;23.07.1968;Cambridge;United Kingdom;ÀŒ∆‹;1930;ÀŒ∆‹;61.0;Adult
186;1936;Medicine;The Nobel Prize in Physiology or Medicine 1936;01.02.2026;331;Individual;Otto Loewi;1873-06-03;Frankfurt-on-the-Main;Germany;Male;Graz University;Graz;Austria;25.12.1961;New York, NY;United States of America;ÀŒ∆‹;1930;ÀŒ∆‹;63.0;Adult
